Report Key,Date,Type,Category,Tracking Number,Title,Summary,Region,Attack On,Complex Attack,Reporting Unit,Unit Name,Type of Unit,Friendly WIA,Friendly KIA,Host nation WIA,Host nation KIA,Civilian WIA,Civilian KIA,Enemy WIA,Enemy KIA,Enemy Detained,MGRS,Latitude,Longitude,Originator Group,Updated by Group,Ccir,Sigact:,Affiliation,D Color,Classification
A55FC00B-1517-911C-C5D6593DD689C30E,9/9/2009 9:00,Friendly Action,Arrest,20090909090042STF8845771235,(FRIENDLY ACTION) ARREST RPT   ANP : 4 UE DET,"DURING A JOINT OPERATION, ANP ARRESTED 4 X TB. GUL MOHAMMED AZRAT, SAYEED NUR SAYEED OMAR, SAYEED DAOUD, AMANULLA. ANP SEIZED 3 ANP UNIFORMS IN THE HOUSE OF SAYEED NUR SAYEED OMAR.",RC NORTH,FRIEND,,ARSIC_NORTH,ANP,ANSF,0,0,0,0,0,0,0,0,4,42STF8845771235,36.76330566,66.62998962,ARSIC_NORTH J2 DRAFTER,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
F77F83AA-F8F0-AF9D-2B73636D2D4DA404,9/18/2009 9:52,Friendly Action,Cache Found/Cleared,20090915105942STA8228086532,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   SOTF 72 - TEAM 7212 : 4 UE DET,"** DELAYED REPORTING - REPORT DERIVED FROM SOTF 72 REPORTING **

ST 12 REPORTS ANA HAVE DETAINED AND EXFILED X4 POI'S FOUND WITH ICOM, AK-47, AND IED MATERIALS.

No addition information obtained.",RC SOUTH,FRIEND,,SOTF 72 / J3 ORSA,SOTF 72 - TEAM 7212,CF,0,0,0,0,0,0,0,0,4,42STA8228086532,32.3945961,66.6852951,J3 ORSA,J3 ORSA,,,FRIEND,BLUE,SECRET
0885C27A-1517-911C-C5C3378759E345DF,9/29/2009 17:36,Explosive Hazard,Interdiction,20090929011742SVD7095013970,(EXPLOSIVE HAZARD) INTERDICTION RPT  (CWIED) 4-25 FA : 2 UE KIA 4 UE DET,"***4-25FA SALTR ***
S- 2 PAX
A- two pax observed near previous blast hole, ran wire north into field, waited 20 mikes
L- 42S VD 71409 13970
T-1715Z
R- proceeded to trace wire back to blast hole, hellfire destroyed them.  third MAM was moving from south, squirted from blast site into a Qualat.


UPDATE 1800Z
THIRD PAX WENT INTO A U SHAPED QUALAT AT GRID VD 7091 1359, ARCHANGEL22 (118 MP) SP TO FOLLOW THE SQUIRTER

UPDATE1820Z:
7 PAX WERE SPOTTED NEAR THE ROAD SOUTH OF THE BLAST SITE SPOTTED BY THE OP

UPDATE 1830Z
7 PAX THAT WERE SPOTTED ARE US SOLDIERS


1842Z UPDATE:
ANP ON SCENE ATT

UPDATE 1858Z:
AA22 ARRIVE AT THE QUALAT THAT THE 3RD MAM RAN INTO
GRID VD7091 1359

UPDATE1912Z:
FIRST LEVEL OF THE QUALAT IS CLEAR, 4 DETAINEES ATT


1938Z UPDATE:
AA22 IS DONE CLEARING THE QUALAT,NO BLOOD TRAILS WERE FOUND IN OR OUTSIDE THE QUALAT. AA22 IS GOING TO SEARCH THE BLAST SITE T0 SEE WHETHER OR NOT CIED HAS TO GO TO THE SCENE. ANP ARE GOING TO TAKE THE DETAINEES TO COP APACHE 


2002Z UPDATE:
AA22 IS CLEARING THE BLAST SITE ATT

2001Z UPDATE:
AA22 REPORT 2 ENEMY KIA ALONG WITH AK 47 AND FRAG GRENADES

9 LINE UXO
LINE1: 0030L 30SEP09
LINE2: AA22 VD 71069 13980
LINE3: 82.300, 118 MP CO
LINE4: placed
LINE5: HME yellow jug with wires coming out of it 
LINE6: NO THREAT
LINE7: NO IMPACT ON MISSION
LINE8: CORDON area with forces on ground 
LINE9: Request CIED
IMMEDIATE
GOLF CO. IS ESCORTING CIED TO THE SITE ATT

2050Z UPDATE:
GLADIATOR/CIED SP TO SITE ATT 

2148Z UPDATE:
GALDIATOR/CIED ARRIVE ON SITE ATT

0001Z UPDATE:
CIED CONDUCTED A CONTROLLED DET ON SITE

0020Z UPDATE:
ALL ELEMENTS HAVE RETURNED TO COP APACHE, AA22 IS PREPING TO ESCORT CIED BACK TO FOB AIRBORNE , ALONG WITH 4 DETAINEES


EVENT OPENED:1715Z
EVENT CLOSED: 0031Z",RC EAST,ENEMY,,TF Raven,4-25 FA,CF,0,0,0,0,0,0,0,2,4,42SVD7018713955,34.46672058,68.67537689,741st EOD BN S-3,TF East JOC Watch,,,ENEMY,RED,SECRET
0x080e0000012406d3b66c16d87c1cd39e,10/1/2009 2:49,Friendly Action,Cordon/Search,20099124942SWC0440381407,(FRIENDLY ACTION) CORDON/SEARCH RPT   OCF : 1 CIV WIA 1 UE KIA 4 UE DET,"Event Title:N14 1633Z
Zone:null
Placename:ISAF #10-0070
Outcome:Ineffective

***REPORTING UNIT 3BSTB***

S-UNK

A-UNK

L-NEAR HUNTER BASE

U-TF373

T-1633Z

R-TF 373 CONDUCTED OBJ WRENTHAM LAST NIGHT NEAR HUNTER BASE.  

UPDATE: 1646Z CORDON IS SET, ASSAULT  TEAM SEARCHED THE OBJ.

UPDATE: 1647Z STEEL 2A STAGED AT ANA CP IVO HUNTER BASE SO THE GROUND ELEMENT CAN REACH THEN ON FM

UPDATE: 1658Z TF 373 ARE PREPPING TO EXFIL, ARE GOING TO DROP OFF A LN BY STANDERED AT FOB SHANK FOR MEDICAL ATTENTION.  GSW TO THE LEG, IN ADDITION THEY ARE TAKING 4X DETAINEES INCLUDING JACKPOT.

UPDATE: 1940Z 1X EKIA, FOUND IN BUILDING  

EVENT OPEN: 1633Z

CLOSED: 0310Z",RC EAST,FRIEND,,A SIGACTS MANAGER,OCF,CF,0,0,0,0,1,0,0,1,4,42SWC0440381407,34.17361069,69.04777527,,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
2CE75755-1517-911C-C5372766D90C3310,10/7/2009 1:30,Enemy Action,Direct Fire,20091007013042SVC6964553770,"(ENEMY ACTION) DIRECT FIRE RPT  (Hand Grenade,Small Arms) 2-87 IN : 2 CF WIA 5 UE KIA 4 UE DET","2-87 IN REPORTED FINDING A SUICIDE VEST (IED) DURING A RAID BY CF.  4X DETAINEES WERE TAKEN.

TF SPARTAN REPORT FOLLOWS:

S-5X  INSURGENTS
A-COALITION FORCES CONDUCTING A RAID IN MALI KHEYL RECEIVED SAF
L-VC 69645 53770
U-COALITION FORCES
T-0130Z
R-AS COALITION FORCES BREACHED TARGET COMPOUND THEY BEGAN RECEIVING SAF. 5 ENEMY INSURGENTS WERE KILLED AND 2 US SOLDIERS WERE WOUNDED. AFTER FURTHER SEARCHING, GRENADES, AK47'S AND A SUICIDE VEST WERE FOUND. 4 DETAINEE'S WERE TAKEN BY COALITION FORCES.

AT 0137Z 2 CF WERE BROUGHT TO SHANK FOR FURTHER EVALUATION.  1 CF INJURED WAS MEDEVAC'D TO BAF WITH A BROKEN JAW AND LACERATIONS CAUSED BY SHRAPNEL. 2ND CF INJURED RECEIVED SHRAPNEL TO THE BACK AND IS BEING TREATED AT SHANK.

EVENT OPEN:0226Z
EVENT CLOSED:0247Z
---------------------------------
TF SPARTAN SHARED PRODUCTS HAS ALL OF THE ""SPOT"" REPORTS UNDER ""INTEL REPORTING"" SEPARATED BY MONTH AND DAY.",RC EAST,ENEMY,,TF East JOC Watch / TF SPARTAN,2-87 IN,CF,2,0,0,0,0,0,0,5,4,42SVC6964553770,33.92392731,68.67159271,TF East JOC Watch,J3 ORSA,,,ENEMY,RED,SECRET
A3928DC3-1517-911C-C5D0D5AFF9398E28,10/7/2009 18:30,Friendly Action,Detain,20091007183042SWC0501770929,(FRIENDLY ACTION) DETAIN RPT   755A-2 : 4 UE DET,CIED TM 14 conducted planned operations which resulted in 4 detainees,RC EAST,FRIEND,,J3 ORSA,755A-2,CF,0,0,0,0,0,0,0,0,4,42SWC0501770929,34.07910919,69.05437469,J3 ORSA,J3 ORSA,,,FRIEND,BLUE,SECRET
3E8BF21C-1372-51C0-5994583AF5A9E491,10/10/2009 9:54,Explosive Hazard,IED Explosion,20091010095441RQQ35389841,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (CWIED) TF 1-12 : 2 CF WIA 1 HNSF WIA 4 UE DET,"FF suffered an IED strike on a mounted FF, followed by SAF fire from UNK FP. The strike was on an MRAP which was lightly damaged and able to continue on, however there were 2 x US WIA (CAT B) and 1 x TERP wounded. (CAT C) casualties who were MEDEVAC IAW MM(S) 10K to KAF R3

UPD-101202Z
FF still on site with AUP exploiting the area of the IED strike. QRF and EOD deployed to the site and conducted a post blast analysis. AUP questioned LNs in an adjacent compound and took 4 x LN detained who tested positive for X-spray.

BDA: 2 x US WIA (CAT B), 1 x TERP wounded (CAT C) and 4 x LNs detained.",RC SOUTH,ENEMY,TRUE,TFK / Task Force South N-3,TF 1-12,CF,2,0,1,0,0,0,0,0,4,41RQQ3543998363,31.59630775,65.48143005,Task Force South N-3,J3 ORSA,(ISAF) FFIR 1. - FATALITY OR SERIOUS INJURY TO ISAF / USFOR-A / ESF (CAT A OR CAT B),Task Force South N-3,ENEMY,RED,SECRET
B5DC87C3-1517-911C-C56308A5AD2C767C,10/10/2009 16:00,Criminal Event,Narcotics,20091010160041SPR92358537,"(CRIMINAL EVENT) NARCOTICS RPT  (Processing,Cultivation) 3-6 KANDAK W ODA : 12 UE KIA 4 UE DET","ANSF LED OPERATION DESTROYING A MAJOR DRUG LAB AND NEUTRALIZED IED CELL
WITHIN KAJAKIA DISTRICT. NEUTRALIZED 12X EKIA AND CAPTURED 4X PUC.

TOTAL BDA OF OPERATION:
35 X RPG, 5 X HAND GRENADE, 1 X 82MM RECOILESS RIFLE, 600 X LINK 7.62,4 X .308 BOLT ACTION RIFLE,100 Kilos HEROIN, 1800 Kilos  OPIUM,1 X RPG, LAUNCHER, 15 X BLOCKS C-4, 2 X BLOCKS SEMTEX, 50' DET CORD, 2 X PMN LANDMINES, 1 X PASSIVE IR IED INTIATOR, WIRE / IED COMPONENTS,100 X DRAGONOV RDS, 100 X DSK RDS, 150 X AK RDS, 35 TONS AMMONIUM NITRATE, 90 TONS OPIUM SEED,1 X MORPHINE PROCESSING LAB ,12 X EKIA,4 X PERSONS OF INTEREST IN CDO CUSTODY.",RC SOUTH,ENEMY,,J3 ORSA,3-6 Kandak w ODA,ANSF / CF,0,0,0,0,0,0,0,12,4,41SPR92358537,32.38878632,65.04489899,J3 ORSA,J3 ORSA,,,ENEMY,RED,SECRET
73CF51C4-1517-911C-C543B5C598B86A14,10/13/2009 11:24,Friendly Action,Detain,20091013211641SMT3920881271,(FRIENDLY ACTION) DETAIN RPT    : 4 UE DET,"131830LOCT2009 report received that SOFI HABIBULLAH was stationary in a small mud hut at (41S MT 40502 81336) at 1540L. At 1554L PRO6 was enroute with 6 U.S. vehicles and 8 ANA vehicles. At 1716L two ITA MANGUSTAS were inbound with a limit of 2 hours. As of 1830L 4 pax had been detained. There was no struggle involved, and they had apparently walked up to an ANA truck. On their persons were 2 cell phones and some cash. They were entered into the HIIDE device. More information to follow.",RC WEST,FRIEND,,TF Professional,,ANSF / CF,0,0,0,0,0,0,0,0,4,41SMT3920881271,34.17061996,62.34038925,TF Professional,J3 ORSA,,,FRIEND,BLUE,SECRET
0x080e000001244b8a5f5f160d5503eabc,10/14/2009 15:01,Friendly Action,Surveillance,200991425942SWC8800006900,(FRIENDLY ACTION) SURVEILLANCE RPT   TF STEEL : 4 UE DET,"Event Title:D16 1501Z
Zone:null
Placename:IJC#10-1328
Outcome:null

UNIT: 2-377 (TF STEEL)

TYPE: MORTAR TEAM

WHO: HHB 2-377 (HAWK MAIN)

WHERE: WC 880 069

REPORT: @ 1502Z HAWK MAIN REPORTED RAID HAS EYES ON 2 X PAX MORTAR TEAM WITH MORTAR TUBE.  TF STEEL DROPPED AN AIR TIC FOR SABARI.  

1503Z TF STEEL IS SENDING F-15'S TO PROVIDE OVER WATCH

1510Z TF STEEL IS SPINNING UP GUNS AT SALERNO WITH X-CALIBER ROUND.  

1625Z X-CALIBER WAS NOT FIRED.

1656Z HAWK MAIN PLANS TO SEND OUT A PATROL IOT FIND THE MORTAR TUBE.
 
1710Z HAWK MAIN IS REQUESTING BIG GUNS TO OVERLOOK PATROL CAS HAS 25 MINUTES LEFT OF AIR TIME.

1750Z - HAWK 27 SP ENROUTE TO MORTAR TEAM SITE.

1830Z - HAWK MAIN REPORTS HAWK 27 HAS FOUND 1X RECOILESS RIFLE AND ARE CURRENTLY INVESTIGATING PAXS IVO A QULAT

1910Z - HAWK 27 ARRIVED AT TARGET QULAT AND CONDUCTING A SEARCH. THEY HAVE ISOLATED 4x MAM ATT

2011Z-  UPDATE FROM HAWK MAIN: CURRENTLY FINISHED BATT HIIDE AND ARE RETURNING TO BASE ATT. THEY CURRENTLY HAVE 4 DETAINEES ATT THAT THEY ARE BRINGING BACK

2052Z - HAWK MAIN REPORTS THAT THE HAWK ELEMENT HAVE RTB COP SABARI

SUMMARY:
1 X RECOILESS RIFLE.
4X DETAINEES


EVENT: CLOSED",RC EAST,FRIEND,,A SIGACTS MANAGER,TF Steel,CF,0,0,0,0,0,0,0,0,4,42SWC8800006900,33.49800873,69.94736481,,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
606F0E2D-1372-51C0-595A814CDB4F748C,10/17/2009 2:00,Friendly Action,Cache Found/Cleared,20091017020041RQQ5897296223,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   AUP WITH KPRT / POMLT : 4 UE DET,"KRT C/S 57 found a weapon cache containing 1 x chest rig, 1 x empty ammo can, 1 x bag of poppies and 20 x RPG rounds.

UPDATE 0454Z
AUP BROUGHT 4 X LN TO DAND DC FOR QUESTIONING, NFI ATT.

BDA: 4 X LN ARRESTED.",RC SOUTH,FRIEND,,TFK / Task Force South TOC,AUP WITH KPRT / POMLT,CF,0,0,0,0,0,0,0,0,4,41RQQ5897296223,31.57196426,65.72866821,Task Force South TOC,Task Force South TOC,,,FRIEND,BLUE,SECRET
79B05304-1517-911C-C52A582A1B5829FA,10/19/2009 13:18,Explosive Hazard,IED Explosion,2009101913182729641SQS7230025600,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (UNK) ANA : 1 HNSF KIA 2 HNSF WIA 4 UE DET,"IED STRIKE: 191318LOCT09: IED Strike VIC (41S QS 723 256).  1x ANA KIA, 1x ANA CAT A, 1x ANA CAT B.  ANA took 4x detainees in the vicinity of the strike.",RC SOUTH,ENEMY,FALSE,TF Fury 1,ANA,ANSF,0,0,2,1,0,0,0,0,4,41SQS7230025600,32.73459244,65.9057312,TF Fury 1,J3 ORSA,(ISAF) FFIR 2. - FATALITY TO ANSF OR INJURY TO > 5 ANSF,J3 ORSA,ENEMY,RED,SECRET
6FE45C7D-1372-51C0-59E23EDF3877FB80,10/20/2009 2:51,Explosive Hazard,IED Found/Cleared,20091020025141SPR7335649204,(EXPLOSIVE HAZARD) IED FOUND/CLEARED RPT  (Components) B COY 3 RIFLES : 4 UE DET,"While manning FOB JACKSON FF found a possible VOIED(PP). FF cordoned off the area. LN warned FF that the area was full of IEDs just prior to the find. The find was in an alleyway that would be used by LNs to move in the area. FF required EOD.

UPDATE 200542Z: The device has been made safe.  EOD reported that the device was a pressure cooker device with 5kg of explosive.  EOD was clearing down the alleyway leading up to the possible entry point to the compound where 5 X FAM were seen by a FF OP.  4 X FAM INS were detained.  More to follow.

UPDATE 200608Z: C/S HADES 10 found a suspect PPIED while checking the area around a compound.  At 0545Z, while C/S HADES 10 were still around the compound, heard an explosion in the area.

UPDATE 200629Z: The IED was a large one.  It consisted of 2 X pressure cookers packed with wxplosive.  EOD will exploit it and BIP in near future.

UPDATE 200804Z: EOD was en route to IED site and will deal with it in near future.  NFTR 

BDA: 4 X INS detained

***EVENT CLOSED AT 200824ZOCT2009***",RC SOUTH,ENEMY,,TFH / Task Force South TOC,B COY 3 RIFLES,CF,0,0,0,0,0,0,0,0,4,41SPR7335649204,32.0657959,64.83649445,Task Force South TOC,J3 ORSA,,,ENEMY,RED,SECRET
71EFB0EA-CC93-A9AE-0DE11D800BF03573,10/20/2009 7:50,Friendly Action,Cache Found/Cleared,20091020073341RPQ13506370,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   1/5 USMC : 4 UE DET,"WHEN: 20 1210D OCT 09
WHO: APOLLO 3 ISO 1/5
WHERE: 41R PQ 1350 6370  4KM S OF FIDDLERS GREEN
WHAT: 2 x CACHE FINDS

EVENT: 1/5 REPORTED THAT APOLLO 3 DISCOVERED (2) WEAPON CACHE'S IVO OF THE SAME COMPOUND THAT CAAT 1 DISCOVERED A CACHE (10-1878). THE FIRST CACHE CONSISTED OF A BANDOLIER OF 7.62MM, (1) AK-47 MAGAZINE, AND A GERNADE FUSE. THE SECOND CACHE CONSISTED OF COPPER WIRE, EXPENDED ROCKET, TALIBAN PROPAGANDA, AND PHOTOS WITH WEAPONS. (4) INDIVIDUALS IVO OF THE CACHE FIND TESTED POSITIVE FOR X-SPRAY. 

THE PATROL DETAINED THE (4) INDIVIDUALS THAT WERE QUESTIONED AND TRANSPORTED THEM TO FOB GERONIMO.

EOD ARRIVED ON SCENE AND BLEW ALL WEAPONS AND AMMO IN PLACE.

BDA: (4) DETAINEES
ISAF #10-1868 (CLOSED)",RC SOUTH,FRIEND,,2ND MEB Journal Clerk,1/5 USMC,CF,0,0,0,0,0,0,0,0,4,41RPQ13506370,31.30212975,64.19264221,2ND MEB Journal Clerk,J3 ORSA,,,FRIEND,BLUE,SECRET
8D8DFCA3-1372-51C0-5992E304EF81A5CB,10/25/2009 19:14,Friendly Action,Cache Found/Cleared,20091025191441RQR6329924251,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   1-17 IN IVO  (ROUTE RED DOG): 4 UE DET,"At 251914OCT09 (Z) TF Stryker reported TF Buffalo (2/A/1-17 IN) detained 4x Males VIC 41RQR6329924251, Arghandab district, Kandahar province. TF Buffalo was conducting a snap TCP when they searched a suspicious vehicle with 4x males and tested them with X-Spray. They all tested negative, but the search of the vehicle yielded 120x bags of Ammonium Nitrate fertilizer marked 40-60%, 5x 50 gallon drums of Diesel fuel, and 2x car batteries. The bags of fertilizer tested positive with X-spray for TNT. TF Buffalo detained 4x males and moved the detainees and vehicle to FOB Frontenac for further TSE and tactical questioning.  All 4 X LN (FAM) in the trucks have been entered into the BATS/HIDE but have come up NEG.   NFTR ATT.",RC SOUTH,FRIEND,,5/2 SBCT S2,1-17 IN,CF,0,0,0,0,0,0,0,0,4,41RQR6329924251,31.82356071,65.78174591,5/2 SBCT S2,J3 ORSA,,,FRIEND,BLUE,SECRET
C5D7EE23-9323-3377-826C4F5E52A92C85,11/5/2009 19:00,Explosive Hazard,Interdiction,20091105190041RPQ1676263755A,(EXPLOSIVE HAZARD) INTERDICTION RPT  (VOIED) 1/5 USMC : 4 UE DET,"LINE 1:  2330D 05 NOV 2009 
LINE 2:  81MM MORTAR PLT / MOHAWK 
LINE 3:  PRESSURE PLATE IED 
LINE 4:  41R PQ 16762 63755 
LINE 5:  N/A 
LINE 6:  NET ID 281 / MOHAWK 
LINE 7:  NONE 
LINE 8:  N/A 
LINE 9:  CORDON SET 
LINE 10: N/A 
REMARKS: IED EMPLACERS WERE OBSERVED BY SHADOW AT 1800D. 81MM MORTAR PLATOON DISPATCHED A MOUNTED PATROL WITH EOD TO CONFIRM AND DISCOVERED A PPIED.  EOD CONDUCTED AN EXCAVATION CHARGE AND WILL REDUCE ON SITE.  

UPDATE:  (4) DETAINEES TAKEN, HET IS CURRENTLY QUESTIONING AND THE IED WAS REDUCED ON SITE.
PPIED WITH 50 LBS HME

ISAF# 11-0434 (CLOSED)",RC SOUTH,ENEMY,,2ND MEB SWO,1/5 USMC,CF,0,0,0,0,0,0,0,0,4,41RPQ1676263755,31.30230331,64.22692108,2ND MEB SWO,J3 ORSA,,,ENEMY,RED,SECRET
E7434A70-1517-911C-C58D2282A29A091F,11/12/2009 5:16,Explosive Hazard,IED Explosion,20091112051641RQR462062,(EXPLOSIVE HAZARD) IED EXPLOSION RPT  (RCIED) ANA IVO  (ROUTE RED DOG): 1 HNSF WIA 4 UE DET,"At 120516NOV09 (Z) TF Stryker reports  through TF Buffalo (1-17 IN) ANA operating in TF Buffalo's AO struck an IED IVO 41RQR462062 (RTE Red Dog, Arghandab District, Kandahar Province).  ANA element was conducting a mounted patrol when the unit stuck an RCIED.  Initial BDA from the engagement was 1 x ANA WIA.  No medical support was requested. The ANA unit pushed out security around the IED strike location and detained 4 x males.  ANA took the detainees back to the Old Corp. NFTR ATT.   

Final BDA 1 x ANA WIA, 1 x truck damaged.

------------------------------------------
Summary from duplicate report

UNMENTORED ANA reported that while conducting an independent patrol, ANA struck a RCIED on route RED DOG at Gr 41RQR462062.  This resulted in 1 X ANA WIA.  ANA detained 4 X INS.  They will perform their own MEDEVAC.  Canadian OMLT is taking the detainees to OLD CORPS.

BDA: 1 X ANA WIA, 4 X INS detained.

End duplicate report summary
------------------------------------------",RC SOUTH,ENEMY,,5/2 SBCT S2 / 1-17 IN,ANA,ANSF,0,0,1,0,0,0,0,0,4,41RQR462062,31.66469002,65.59671021,5/2 SBCT S2,J3 ORSA,,,ENEMY,RED,SECRET
0x080e000001253d95d66d160d6685e31c,11/30/2009 13:28,Friendly Action,Small Unit Actions,2009103012842SWB2990032135,(FRIENDLY ACTION) SMALL UNIT ACTIONS RPT   SOTF-202 / ANP : 3 UE KIA 4 UE DET,"Event Title:D15 IJC#11-2453
Zone:null
Placename:null
Outcome:null

TF EAST PAKTIKA ARROWHEAD 25 0723Z: ARROWHEAD 25 REPORTS TO SOTF-202 THAT SMS MEMBERS PURSUED 3 XAAF WHILE CLEARING OBJECTIVE. 0725Z:AWT CONFIRMS PID ON AAF. 0726Z: SMS MEMBERS ARE ENGAGED BY AAF. AWT ENGAGED THE THREE AAF 0727Z: SMS MEMBERS ARE CONDUCTING BDA ATT. 1303Z: ARROHEAD 25 REPORTS TO THE SOFT 202 BLT CPT THAT THE ANP DETAINED 4 AAF W/ 1 OF THOSE AAF WHO WAS EMPLACING AN IED, AWT KILLED 3 X AAF THAT ENGAGED OGA SMS, THE ANP RECOVERED 1 IED. ARROW HEAD 25 IS TO RON AT THE MARGAH ABP COMPOUND SUMMARY 4 X AAF DETAINED 3 X EKIA 1 X FOUND IED ///CLOSED AT 1631Z\\\",RC EAST,FRIEND,,A SIGACTS MANAGER,SOTF-202 / ANP,CF / ANSF,0,0,0,0,0,0,0,3,4,42SWB2990032135,32.82683182,69.31945038,,J3 ORSA,(ISAF) FFIR 13. - SIGNIFICANT EVENT ILLUSTRATING ANSF EFFECTIVENESS INCLUDING CONFIRMED DEATH / DETENTION / RELEASE OF MEDIUM / HIGH VALUE TARGETS,J3 ORSA,FRIEND,BLUE,SECRET
4B288563-A1E6-E5FB-D522EB01EDA7D2C2,12/1/2009 5:30,Friendly Action,Cache Found/Cleared,20091201055741RPQ1038324519,(FRIENDLY ACTION) CACHE FOUND/CLEARED RPT   E CO 2-2 USMC : 4 UE DET,"WHEN: 01 1000D NOV 09 
WHO: ECHO 2/2 
WHERE: 41R PQ 10383 24519
WHAT: CACHE FIND/ DETAINEES

EVENT: WHILE CONDUCTING LOCAL SECURITY PATROLS, ECHO 2/2 REPORTED A CACHE FIND. (2) AK47S, (1) PKM, (20-30) PRINTED COPIES OF TALIBAN RECRUTING DOCUMENTS, PHONE BOOK/DIRECTORY OF POSSIBLE KNOWN FIGHTERS, COMMAND WIRE, REMOTE DETONATION DEVICE, (7) AK 47 MAG W/ (100-150) ROUNDS, (2) PKM BELTS W/ (150-200) ROUNDS, (1) 107MM RECOILESS ROCKET, (2) HOME MADE BLASTING CAPS, (5-10) 12.7MM AND 14.5MM ANTI TANK ROUNDS, (1) 105MM ARTILLEREY SHELL CASINGS, (2) AK 47 CHEST RIGS.  ECHO 2/2 DETAINED THE OWNER OF THE COMPOUND AND (3) OTHERS PRESENT.

BDA: (4) DETAINEES
ISAF # 12-0086

----------------------------
2/2 ECHO USMC was conducting an independent patrol.

3x LN were seen at a weapons cache site with copies of taliban propaganda material.
FF detained 3x LN's.

UPD1-2227D*
4th DETAINEE was taken at the cache site. The DETAINEE had printed copies of taliban recrutting documents, phone book and a dictionary of names of IND that owe debts. Also found command wire, remote detonation devices, 7 AK mags, 100-150 rounds, 2 PKM with 150-200 rounds, 1x 107mm recoiles rocket and 2 home made blasting caps.

BDA: 3x LN DETAINED",RC SOUTH,FRIEND,,2ND MEB SWO,E Co 2-2 USMC,CF,0,0,0,0,0,0,0,0,4,41RPQ1038324519,30.94896889,64.1556015,2ND MEB SWO,A SIGACTS MANAGER,,,FRIEND,BLUE,SECRET
c709c9c1-f52d-42d7-bc11-5dd35da0b5d7,12/20/2009 10:48,Friendly Action,Escalation of Force,41RQQ300896382009-12#1525.03,(Friendly Action) Escalation of Force rpt TFK SHAMUS 70,"SHAMUS 70 conducted a routine misson.

SHAMUS spotted 4 x FAM in a white sedan acting like they were broken down as a FF patrol was approaching them.  When SHAMUS came overhead, INS quickly got in the car and sped off.  The car was observed going into a gas station at GR 41R QQ 3008 9638, where they were observed loading items into the gas station.  

SHAMUS 
SHAMUS dropped yellow smoke and when the car did not stop, SHAMUS fired aimed rounds from an M4. The car still did not stop. UAV is now currently overhead and a ground C/S (TF 1-12) is attempting to interdict. 

UPD1: 201129D* 
ANA interdicted the vehicle and commenced a search. ANA were unable to locate any items the vehicle continued on after the search. 

UPD2: 201322D* 
FF have observed 2 x possible suicide bombers watching FF from a distance. FF are currently observing. 

UPD3: 201242D* 
The vehicle continued his movement and C/S THOR 22 and ANA intercepted it at the IED site (event 1523). FF found a suicide bomber with wired device in his hand. Wire ran from his chest to the device in his hand. Suicide bomber was engaged and killed by FF. FF found 6 x cell phone, 16 x SD card and 4 x memory stick. 
FF took also 4 x detainees, which will be brought to FOB WILSON. C/S THOR42 will exploit the suicide bomber. 

UPD4: 201454D* 
Whilw en-route IOT interogate the possible suicide bomber, EOD found a DFFC at GR 41R QQ 23609462D* 

UPD5: 201617D* 
RC(S) is waiting for a TFK clarification regarding this incident.

UPD6: 201732D* CONSOLIDATED SITREP 
At 201048D* 4 X FAMs in a white sedan acting like they were broken down were observed while ISAF troops was approaching. C/S SHAMUS 70 came overhead, and then FAMs got in the car and took off. C/S SHAMUS dropped a yellow smoke and car did not stop, so C/S SHAMUS fired M4 and car still did not stop. Car went to a gas station at GR 41R QQ 3008 9638 and loaded items into the station. An UAV - PREDATOR got eyes on station. White sedan left the gas station. Un-mentored ANA searched the white sedan at GR 41R QQ 183 937 (ANA checkpoint) and let the vehicle through. C/S THOR 22 also stops the vehicle with C/S SHAMUS 70 on station at GR 41R QQ 1710 9430. They found 16 x SD cards, 4 x memory stick and 6 x cell phones. The 4 x FAMs in the sedan were taken as detainee. The 4 x detainees and the vehicle were brought to FOB WILSON by TF 1-12. 
The gas station was searched and nothing was found.

BDA: 4 x INS detainees 

This Incident closed byRC (S) at: 201746D*DEC2009",RC SOUTH,FRIEND,,A SIGACTS MANAGER,SHAMUS 70,ANSF / CF,0,0,0,0,0,0,0,1,4,41RQQ30089638,31.57951546,65.42453003,TFK SHAMUS 70,A SIGACTS MANAGER,,,FRIEND,BLUE,"NATO/ISAF CONFIDENTIAL REL GCTF, GIRoA"
